TimeOfDay	Time	Pulse	Skin Conductance	Heart Rate
12:20:59.393	1.24	-0.0575045	273.405	58.8235
12:20:59.403	1.25	-0.0458206	275.064	58.8235
12:20:59.413	1.26	-0.0447632	276.676	58.8235
12:20:59.423	1.27	-0.0488592	278.241	58.8235
12:20:59.433	1.28	-0.0540022	279.762	58.8235
12:20:59.443	1.29	-0.0556572	281.237	58.8235
12:20:59.453	1.3	-0.0526833	282.668	58.8235
12:20:59.463	1.31	-0.0541789	284.054	58.8235
12:20:59.473	1.32	-0.0549746	285.397	58.8235
12:20:59.483	1.33	-0.0466692	286.698	58.8235
12:20:59.493	1.34	-0.0292264	287.956	58.8235
12:20:59.503	1.35	-0.00420734	289.172	58.8235
12:20:59.513	1.36	0.0272632	290.348	58.8235
12:20:59.523	1.37	0.0504938	291.483	58.8235
12:20:59.533	1.38	0.0569467	292.579	58.8235
12:20:59.543	1.39	0.0570089	293.636	58.8235
12:20:59.553	1.4	0.0553092	294.654	58.8235
12:20:59.563	1.41	0.0471412	295.635	58.8235
12:20:59.573	1.42	0.025467	296.579	58.8235
12:20:59.583	1.43	-0.0105075	297.488	58.8235
12:20:59.593	1.44	-0.0460623	298.361	58.8235
12:20:59.603	1.45	-0.0691756	299.199	58.8235
12:20:59.613	1.46	-0.0839316	300.004	58.8235
12:20:59.623	1.47	-0.0848832	300.775	58.8235
12:20:59.633	1.48	-0.0595971	301.515	58.8235
12:20:59.643	1.49	-0.0144076	302.222	58.8235
12:20:59.653	1.5	0.0224442	302.899	58.8235
12:20:59.663	1.51	0.0380726	303.546	58.8235
12:20:59.673	1.52	0.0312511	304.164	58.8235
12:20:59.683	1.53	0.00691022	304.753	58.8235
12:20:59.693	1.54	-0.0200247	305.315	58.8235
12:20:59.703	1.55	-0.0308525	305.849	58.8235
12:20:59.713	1.56	-0.031289	306.358	58.8235
12:20:59.723	1.57	-0.0337005	306.84	58.8235
12:20:59.733	1.58	-0.0277217	307.298	58.8235
12:20:59.743	1.59	-0.0100115	307.732	58.8235
12:20:59.753	1.6	0.00038602	308.143	58.8235
12:20:59.763	1.61	0.00744613	308.531	58.8235
12:20:59.773	1.62	0.0166222	308.898	58.8235
12:20:59.783	1.63	0.0187852	309.243	58.8235
12:20:59.793	1.64	0.0156146	309.568	58.8235
12:20:59.803	1.65	0.0128758	309.873	58.8235
12:20:59.813	1.66	0.0167541	310.158	58.8235
12:20:59.823	1.67	0.0325165	310.426	58.8235
12:20:59.833	1.68	0.0502158	310.676	58.8235
12:20:59.843	1.69	0.0693929	310.908	58.8235
12:20:59.853	1.7	0.087069	311.124	58.8235
12:20:59.863	1.71	0.099897	311.324	58.8235
12:20:59.873	1.72	0.111638	311.51	58.8235
12:20:59.883	1.73	0.122992	311.68	58.8235
12:20:59.893	1.74	0.134688	311.836	56.6038
12:20:59.903	1.75	0.130858	311.979	56.6038
12:20:59.913	1.76	0.105442	312.109	56.6038
12:20:59.923	1.77	0.0700659	312.227	56.6038
12:20:59.933	1.78	0.023196	312.333	56.6038
12:20:59.943	1.79	-0.0321468	312.427	56.6038
12:20:59.953	1.8	-0.0854284	312.511	56.6038
12:20:59.963	1.81	-0.117937	312.585	56.6038
12:20:59.973	1.82	-0.122446	312.648	56.6038
12:20:59.983	1.83	-0.110618	312.703	56.6038
12:20:59.993	1.84	-0.0875698	312.749	56.6038
12:21:00.003	1.85	-0.0528865	312.786	56.6038
12:21:00.013	1.86	-0.0140498	312.816	56.6038
12:21:00.023	1.87	0.022183	312.838	56.6038
12:21:00.033	1.88	0.0469038	312.853	56.6038
12:21:00.043	1.89	0.0575628	312.861	56.6038
12:21:00.053	1.9	0.0484556	312.863	56.6038
12:21:00.063	1.91	0.0285403	312.859	56.6038
12:21:00.073	1.92	0.0279924	312.85	56.6038
12:21:00.083	1.93	0.0463504	312.835	56.6038
12:21:00.093	1.94	0.0645843	312.816	56.6038
12:21:00.103	1.95	0.0691039	312.792	56.6038
12:21:00.113	1.96	0.0609887	312.764	56.6038
12:21:00.123	1.97	0.0426313	312.732	56.6038
12:21:00.133	1.98	0.0243137	312.697	56.6038
12:21:00.143	1.99	0.0153639	312.658	56.6038
12:21:00.153	2	0.00837994	312.617	56.6038
12:21:00.162	2.01	-0.00832812	312.572	56.6038
12:21:00.173	2.02	-0.0232203	312.526	56.6038
12:21:00.182	2.03	-0.0248001	312.477	56.6038
12:21:00.193	2.04	-0.00986398	312.425	56.6038
12:21:00.203	2.05	0.0176383	312.373	56.6038
12:21:00.213	2.06	0.032077	312.318	56.6038
12:21:00.223	2.07	0.0288176	312.262	56.6038
12:21:00.233	2.08	0.0179113	312.205	56.6038
12:21:00.243	2.09	0.00973436	312.147	56.6038
12:21:00.253	2.1	-0.000452474	312.089	56.6038
12:21:00.263	2.11	-0.0231979	312.029	56.6038
12:21:00.273	2.12	-0.0485338	311.969	56.6038
12:21:00.283	2.13	-0.0705679	311.909	56.6038
12:21:00.293	2.14	-0.0867509	311.849	56.6038
12:21:00.303	2.15	-0.0967873	311.788	56.6038
12:21:00.313	2.16	-0.0951519	311.728	56.6038
12:21:00.323	2.17	-0.0860451	311.668	56.6038
12:21:00.333	2.18	-0.0703849	311.608	56.6038
12:21:00.343	2.19	-0.0531246	311.548	56.6038
12:21:00.353	2.2	-0.0355578	311.489	56.6038
12:21:00.363	2.21	-0.0153093	311.431	56.6038
12:21:00.373	2.22	-0.00244484	311.373	56.6038
12:21:00.383	2.23	0.00061158	311.316	56.6038
12:21:00.393	2.24	0.00771229	311.26	56.6038
12:21:00.403	2.25	0.0182485	311.205	56.6038
12:21:00.413	2.26	0.0204431	311.151	56.6038
12:21:00.423	2.27	0.00646655	311.098	56.6038
12:21:00.433	2.28	-0.0155984	311.045	56.6038
12:21:00.443	2.29	-0.0348084	310.994	56.6038
12:21:00.453	2.3	-0.0452993	310.945	56.6038
12:21:00.463	2.31	-0.0532447	310.896	56.6038
12:21:00.473	2.32	-0.060749	310.848	56.6038
12:21:00.483	2.33	-0.0557596	310.802	56.6038
12:21:00.493	2.34	-0.0391231	310.757	56.6038
12:21:00.503	2.35	-0.017581	310.714	56.6038
12:21:00.513	2.36	-0.00141318	310.671	56.6038
12:21:00.523	2.37	0.00349565	310.631	56.6038
12:21:00.533	2.38	0.00114678	310.591	56.6038
12:21:00.543	2.39	-0.00577084	310.553	56.6038
12:21:00.553	2.4	-0.0169731	310.516	56.6038
12:21:00.563	2.41	-0.0336277	310.48	56.6038
12:21:00.573	2.42	-0.0436081	310.446	56.6038
12:21:00.583	2.43	-0.0415613	310.413	56.6038
12:21:00.593	2.44	-0.0270191	310.382	56.6038
12:21:00.603	2.45	0.000223734	310.352	56.6038
12:21:00.613	2.46	0.0187789	310.323	56.6038
12:21:00.623	2.47	0.0210485	310.295	56.6038
12:21:00.633	2.48	0.0099773	310.269	56.6038
12:21:00.643	2.49	-0.014908	310.244	56.6038
12:21:00.653	2.5	-0.0518898	310.22	56.6038
12:21:00.663	2.51	-0.0844369	310.198	56.6038
12:21:00.673	2.52	-0.0995467	310.177	56.6038
12:21:00.683	2.53	-0.0946468	310.157	56.6038
12:21:00.693	2.54	-0.0692987	310.138	56.6038
12:21:00.703	2.55	-0.0322046	310.12	56.6038
12:21:00.713	2.56	0.0073766	310.104	56.6038
12:21:00.723	2.57	0.0345497	310.088	56.6038
12:21:00.733	2.58	0.0349979	310.074	56.6038
12:21:00.743	2.59	0.0130685	310.061	56.6038
12:21:00.753	2.6	-0.0128195	310.048	56.6038
12:21:00.763	2.61	-0.0330483	310.037	56.6038
12:21:00.773	2.62	-0.0516521	310.027	56.6038
12:21:00.783	2.63	-0.0658401	310.017	56.6038
12:21:00.793	2.64	-0.0685717	310.009	56.6038
12:21:00.803	2.65	-0.0806232	310.001	56.6038
12:21:00.813	2.66	-0.101532	309.995	56.6038
12:21:00.823	2.67	-0.111197	309.989	56.6038
12:21:00.833	2.68	-0.102194	309.984	56.6038
12:21:00.843	2.69	-0.084172	309.979	56.6038
12:21:00.853	2.7	-0.0585748	309.976	56.6038
12:21:00.863	2.71	-0.0272163	309.973	56.6038
12:21:00.873	2.72	-0.000276195	309.971	56.6038
12:21:00.883	2.73	0.0137877	309.969	56.6038
12:21:00.893	2.74	0.0206171	309.968	56.6038
12:21:00.903	2.75	0.0341296	309.968	56.6038
12:21:00.913	2.76	0.061025	309.968	56.6038
12:21:00.923	2.77	0.102258	309.969	56.6038
12:21:00.933	2.78	0.145823	309.97	56.6038
12:21:00.943	2.79	0.177655	309.972	56.6038
12:21:00.953	2.8	0.189205	309.974	14.8515
12:21:00.963	2.81	0.179197	309.976	14.8515
12:21:00.973	2.82	0.159129	309.979	14.8515
12:21:00.983	2.83	0.129159	309.983	14.8515
12:21:00.993	2.84	0.0961953	309.986	14.8515
12:21:01.003	2.85	0.0635237	309.991	14.8515
12:21:01.013	2.86	0.0254287	309.995	14.8515
12:21:01.023	2.87	-0.0149683	310	14.8515
12:21:01.033	2.88	-0.0488221	310.005	14.8515
12:21:01.043	2.89	-0.0600289	310.01	14.8515
12:21:01.053	2.9	-0.0507101	310.015	14.8515
12:21:01.063	2.91	-0.0317927	310.021	14.8515
12:21:01.073	2.92	-0.0124491	310.027	14.8515
12:21:01.083	2.93	0.00254063	310.033	14.8515
12:21:01.093	2.94	0.0213839	310.039	14.8515
12:21:01.103	2.95	0.0442617	310.045	14.8515
12:21:01.113	2.96	0.0527311	310.052	14.8515
12:21:01.123	2.97	0.0393284	310.058	14.8515
12:21:01.133	2.98	0.0174839	310.065	14.8515
12:21:01.143	2.99	-0.00492926	310.071	14.8515
12:21:01.153	3	-0.0267613	310.078	14.8515
12:21:01.163	3.01	-0.0380971	310.085	14.8515
12:21:01.173	3.02	-0.0308348	310.092	14.8515
12:21:01.183	3.03	-0.0057799	310.099	14.8515
12:21:01.193	3.04	0.0280558	310.106	14.8515
12:21:01.203	3.05	0.0541909	310.113	14.8515
12:21:01.213	3.06	0.0620282	310.12	14.8515
12:21:01.223	3.07	0.0558579	310.126	14.8515
12:21:01.233	3.08	0.0364378	310.133	14.8515
12:21:01.243	3.09	0.0136036	310.14	14.8515
12:21:01.253	3.1	-0.00489791	310.147	14.8515
12:21:01.263	3.11	-0.0158229	310.154	14.8515
12:21:01.273	3.12	-0.0192873	310.16	14.8515
12:21:01.283	3.13	-0.0173075	310.167	14.8515
12:21:01.293	3.14	-0.00654767	310.173	14.8515
12:21:01.303	3.15	0.00777965	310.18	14.8515
12:21:01.313	3.16	0.0242048	310.186	14.8515
12:21:01.323	3.17	0.037544	310.192	14.8515
12:21:01.333	3.18	0.038902	310.199	14.8515
12:21:01.343	3.19	0.0348615	310.205	14.8515
12:21:01.353	3.2	0.0292705	310.211	14.8515
12:21:01.363	3.21	0.0224535	310.217	14.8515
12:21:01.373	3.22	0.0188738	310.222	14.8515
12:21:01.383	3.23	0.0141821	310.228	14.8515
12:21:01.393	3.24	0.00748443	310.233	14.8515
12:21:01.403	3.25	0.00169552	310.239	14.8515
12:21:01.413	3.26	-0.00620073	310.244	14.8515
12:21:01.423	3.27	-0.0223539	310.249	14.8515
12:21:01.433	3.28	-0.0495827	310.254	14.8515
12:21:01.443	3.29	-0.0791248	310.259	14.8515
12:21:01.453	3.3	-0.100322	310.264	14.8515
12:21:01.463	3.31	-0.10193	310.269	14.8515
12:21:01.473	3.32	-0.0843299	310.273	14.8515
12:21:01.483	3.33	-0.0585869	310.278	14.8515
12:21:01.493	3.34	-0.019775	310.282	14.8515
12:21:01.503	3.35	0.0313513	310.286	14.8515
12:21:01.513	3.36	0.0655667	310.29	14.8515
12:21:01.523	3.37	0.0705772	310.294	14.8515
12:21:01.533	3.38	0.0558579	310.298	14.8515
12:21:01.543	3.39	0.0306254	310.301	14.8515
12:21:01.553	3.4	0.00190871	310.305	14.8515
12:21:01.563	3.41	-0.0135376	310.308	14.8515
12:21:01.573	3.42	-0.00718129	310.311	14.8515
12:21:01.583	3.43	0.00500001	310.314	14.8515
12:21:01.593	3.44	0.00309368	310.317	14.8515
12:21:01.603	3.45	-0.0253338	310.32	14.8515
12:21:01.613	3.46	-0.0683444	310.323	14.8515
12:21:01.623	3.47	-0.100406	310.326	14.8515
12:21:01.633	3.48	-0.112267	310.328	14.8515
12:21:01.643	3.49	-0.0993248	310.331	14.8515
12:21:01.653	3.5	-0.0606519	310.333	14.8515
12:21:01.663	3.51	-0.00760781	310.335	14.8515
12:21:01.673	3.52	0.0389343	310.337	14.8515
12:21:01.683	3.53	0.0576584	310.339	14.8515
12:21:01.693	3.54	0.0434046	310.341	14.8515
12:21:01.703	3.55	0.014141	310.343	14.8515
12:21:01.713	3.56	-0.014253	310.344	14.8515
12:21:01.723	3.57	-0.0348653	310.346	14.8515
12:21:01.733	3.58	-0.0375878	310.348	14.8515
12:21:01.743	3.59	-0.0202192	310.349	14.8515
12:21:01.753	3.6	-0.00260909	310.35	14.8515
12:21:01.763	3.61	-0.00315828	310.351	14.8515
12:21:01.773	3.62	-0.015141	310.353	14.8515
12:21:01.783	3.63	-0.0342107	310.354	14.8515
12:21:01.793	3.64	-0.0532766	310.355	14.8515
12:21:01.803	3.65	-0.055124	310.355	14.8515
12:21:01.813	3.66	-0.037748	310.356	14.8515
12:21:01.823	3.67	-0.0048348	310.357	14.8515
12:21:01.833	3.68	0.0283769	310.358	14.8515
12:21:01.843	3.69	0.0427636	310.358	14.8515
12:21:01.853	3.7	0.0329	310.359	14.8515
12:21:01.863	3.71	0.00915664	310.359	14.8515
12:21:01.873	3.72	-0.0120697	310.36	14.8515
12:21:01.883	3.73	-0.025315	310.36	14.8515
12:21:01.893	3.74	-0.0279926	310.361	14.8515
12:21:01.903	3.75	-0.0147135	310.361	14.8515
12:21:01.913	3.76	0.0131908	310.361	14.8515
12:21:01.923	3.77	0.0421535	310.361	14.8515
12:21:01.933	3.78	0.0743621	310.361	14.8515
12:21:01.943	3.79	0.101026	310.362	14.8515
12:21:01.953	3.8	0.115713	310.362	14.8515
12:21:01.963	3.81	0.122866	310.362	14.8515
12:21:01.973	3.82	0.125121	310.362	14.8515
12:21:01.983	3.83	0.116394	310.362	14.8515
12:21:01.993	3.84	0.099255	310.361	14.8515
12:21:02.003	3.85	0.062574	310.361	14.8515
12:21:02.013	3.86	0.0267007	310.361	14.8515
12:21:02.023	3.87	0.00479523	310.361	14.8515
12:21:02.033	3.88	-0.0096693	310.361	14.8515
12:21:02.043	3.89	-0.0185864	310.361	14.8515
12:21:02.053	3.9	-0.0243865	310.36	14.8515
12:21:02.063	3.91	-0.0271669	310.36	14.8515
12:21:02.073	3.92	-0.0302303	310.36	14.8515
12:21:02.083	3.93	-0.0317842	310.359	14.8515
12:21:02.093	3.94	-0.0296478	310.359	14.8515
12:21:02.103	3.95	-0.0210694	310.359	14.8515
12:21:02.113	3.96	-0.00369063	310.358	14.8515
12:21:02.123	3.97	0.0125597	310.358	14.8515
12:21:02.133	3.98	0.020924	310.358	14.8515
12:21:02.143	3.99	0.0212229	310.357	14.8515
12:21:02.153	4	0.0132513	310.357	14.8515
12:21:02.163	4.01	-0.00513541	310.357	14.8515
12:21:02.172	4.02	-0.0161907	310.356	14.8515
12:21:02.183	4.03	-0.0183866	310.356	14.8515
12:21:02.193	4.04	-0.0225151	310.355	14.8515
12:21:02.203	4.05	-0.0220227	310.355	14.8515
12:21:02.212	4.06	-0.0214405	310.355	14.8515
12:21:02.223	4.07	-0.0157693	310.354	14.8515
12:21:02.233	4.08	-0.00263128	310.354	14.8515
12:21:02.243	4.09	0.0137941	310.354	14.8515
12:21:02.253	4.1	0.0331002	310.353	14.8515
12:21:02.263	4.11	0.0538609	310.353	14.8515
12:21:02.273	4.12	0.0635445	310.353	14.8515
12:21:02.283	4.13	0.0544526	310.352	14.8515
12:21:02.293	4.14	0.0332118	310.352	14.8515
12:21:02.303	4.15	0.0163293	310.352	14.8515
12:21:02.313	4.16	0.00576807	310.351	14.8515
12:21:02.323	4.17	-0.00972354	310.351	14.8515
12:21:02.333	4.18	-0.0192002	310.351	14.8515
12:21:02.343	4.19	-0.0476224	310.35	14.8515
12:21:02.353	4.2	-0.0766461	310.35	14.8515
12:21:02.363	4.21	-0.0868352	310.35	14.8515
12:21:02.373	4.22	-0.0860956	310.35	14.8515
12:21:02.383	4.23	-0.0803703	310.349	14.8515
12:21:02.393	4.24	-0.0681546	310.349	14.8515
12:21:02.403	4.25	-0.0583096	310.349	14.8515
12:21:02.413	4.26	-0.0559447	310.349	14.8515
12:21:02.423	4.27	-0.047991	310.348	14.8515
12:21:02.433	4.28	-0.0348986	310.348	14.8515
12:21:02.443	4.29	-0.0155896	310.348	14.8515
12:21:02.453	4.3	0.00168202	310.348	14.8515
12:21:02.463	4.31	0.0139488	310.348	14.8515
12:21:02.473	4.32	0.0269111	310.348	14.8515
12:21:02.483	4.33	0.0336836	310.348	14.8515
12:21:02.493	4.34	0.0397161	310.348	14.8515
12:21:02.503	4.35	0.048287	310.348	14.8515
12:21:02.513	4.36	0.0553846	310.348	14.8515
12:21:02.523	4.37	0.0576164	310.348	14.8515
12:21:02.533	4.38	0.0508555	310.348	14.8515
12:21:02.543	4.39	0.0361552	310.348	14.8515
12:21:02.553	4.4	0.0141861	310.348	14.8515
12:21:02.563	4.41	-0.02053	310.348	14.8515
12:21:02.573	4.42	-0.0575823	310.348	14.8515
12:21:02.583	4.43	-0.0822226	310.348	14.8515
12:21:02.593	4.44	-0.0831575	310.348	14.8515
12:21:02.603	4.45	-0.0572118	310.348	14.8515
12:21:02.613	4.46	-0.010898	310.349	14.8515
12:21:02.623	4.47	0.0265643	310.349	14.8515
12:21:02.633	4.48	0.0251267	310.349	14.8515
12:21:02.643	4.49	-0.000687293	310.349	14.8515
12:21:02.653	4.5	-0.0387818	310.35	14.8515
12:21:02.663	4.51	-0.077196	310.35	14.8515
12:21:02.673	4.52	-0.0978663	310.35	14.8515
12:21:02.683	4.53	-0.101373	310.351	14.8515
12:21:02.693	4.54	-0.0902169	310.351	14.8515
12:21:02.703	4.55	-0.0622779	310.352	14.8515
12:21:02.713	4.56	-0.0205765	310.352	14.8515
12:21:02.723	4.57	0.0240547	310.353	14.8515
12:21:02.733	4.58	0.0435959	310.353	14.8515
12:21:02.743	4.59	0.0398802	310.354	14.8515
12:21:02.753	4.6	0.0203447	310.355	14.8515
12:21:02.763	4.61	-0.0117528	310.355	14.8515
12:21:02.773	4.62	-0.0396234	310.356	14.8515
12:21:02.783	4.63	-0.0505912	310.357	14.8515
12:21:02.793	4.64	-0.0449773	310.358	14.8515
12:21:02.803	4.65	-0.0314091	310.358	14.8515
12:21:02.813	4.66	-0.0323488	310.359	14.8515
12:21:02.823	4.67	-0.0459713	310.36	14.8515
12:21:02.833	4.68	-0.0507166	310.361	14.8515
12:21:02.843	4.69	-0.0447983	310.362	14.8515
12:21:02.853	4.7	-0.0256545	310.363	14.8515
12:21:02.863	4.71	-0.00130687	310.364	14.8515
12:21:02.873	4.72	0.0151694	310.365	14.8515
12:21:02.883	4.73	0.0135578	310.366	14.8515
12:21:02.893	4.74	0.00205739	310.367	14.8515
12:21:02.903	4.75	-0.0187205	310.368	14.8515
12:21:02.913	4.76	-0.035497	310.369	14.8515
12:21:02.923	4.77	-0.0352932	310.37	14.8515
12:21:02.933	4.78	-0.0213551	310.372	14.8515
12:21:02.943	4.79	0.00158442	310.373	14.8515
12:21:02.953	4.8	0.033596	310.374	14.8515
12:21:02.963	4.81	0.0654551	310.375	14.8515
12:21:02.973	4.82	0.0794011	310.376	14.8515
12:21:02.983	4.83	0.0792315	310.378	14.8515
12:21:02.993	4.84	0.0706699	310.379	14.8515
12:21:03.003	4.85	0.059666	310.38	14.8515
12:21:03.013	4.86	0.048796	310.382	14.8515
12:21:03.023	4.87	0.0560888	310.383	14.8515
12:21:03.033	4.88	0.0715393	310.384	14.8515
12:21:03.043	4.89	0.0840339	310.386	14.8515
12:21:03.053	4.9	0.0849212	310.387	14.8515
12:21:03.063	4.91	0.0641696	310.389	14.8515
12:21:03.073	4.92	0.0222952	310.39	14.8515
12:21:03.083	4.93	-0.0166203	310.391	14.8515
12:21:03.093	4.94	-0.0339651	310.393	14.8515
12:21:03.103	4.95	-0.0391392	310.394	14.8515
12:21:03.113	4.96	-0.0360794	310.396	14.8515
12:21:03.123	4.97	-0.0177415	310.397	14.8515
12:21:03.133	4.98	0.00711185	310.398	14.8515
12:21:03.143	4.99	0.0205759	310.4	14.8515
12:21:03.153	5	0.0261448	310.401	14.8515
12:21:03.163	5.01	0.028956	310.403	14.8515
12:21:03.173	5.02	0.0219971	310.404	14.8515
12:21:03.183	5.03	0.00759479	310.406	14.8515
12:21:03.193	5.04	-0.00745166	310.407	14.8515
12:21:03.203	5.05	-0.0196904	310.409	14.8515
